,0
432,0.40102533667806206
411,0.3810365965990938
431,0.37995033513026816
439,0.375782746958118
410,0.3682448659849666
404,0.35918852529026474
438,0.3517174318760421
712,0.35017655198286046
684,0.34495561834442834
683,0.33934820067951343
711,0.3381992172197963
383,0.3363063589317847
403,0.3312388385143546
382,0.3185636968284511
355,0.3179065533377993
713,0.3140338390354935
460,0.31214176342618005
467,0.311997720169436
685,0.31100891837118805
459,0.29751073120672156
682,0.2944352562855683
376,0.28933752130664275
710,0.28860300023950314
319,0.2841869090377607
433,0.2765859924064862
354,0.2747301760168393
347,0.27444680174423447
348,0.2734960316212533
440,0.27243831459068774
291,0.2691990624774107
327,0.26773866875189245
405,0.26736766759105696
466,0.2671224407611464
375,0.26054400145610884
318,0.2589395626040771
263,0.2581920250033342
290,0.2563278562635113
235,0.25420941391209523
468,0.25417346009770037
430,0.24873442162414372
412,0.24785831837123268
495,0.24131370851838888
320,0.24013738523731096
262,0.23982011291349786
740,0.23598644899744647
377,0.23545293358195118
346,0.23411591063802317
236,0.23278072116094556
126,0.22947183383738795
125,0.2281004213280776
714,0.22720584127176985
741,0.22715821836223277
402,0.22629198048865642
127,0.22506058967418396
124,0.2237552433032841
739,0.22271554929105963
296,0.2225652919033983
686,0.21785013736547748
123,0.21604288679458225
681,0.2147904815013861
349,0.21411064038506272
264,0.2135580769233274
292,0.21274974807531388
496,0.20689788954354188
709,0.206821004833401
384,0.2043687288237654
122,0.20424460794919222
128,0.20418823451358825
374,0.20363489557121664
234,0.20344143417930843
437,0.2031705744120845
356,0.20245801757152523
156,0.2002017750098961
299,0.19999776210389392
409,0.1962767509105646
208,0.19463263244755744
742,0.19441882699094293
328,0.19280659899096303
632,0.19249499168948328
458,0.19235911530662161
461,0.19220125497419502
295,0.19072163337297912
494,0.19055893372673854
317,0.18885854354259718
289,0.18882028650823102
523,0.18789417107379006
155,0.18473787155738802
738,0.18364568359523328
326,0.1783356465129547
157,0.17656551868594328
149,0.17445483300028122
207,0.1721953783414331
324,0.17139177788996962
268,0.17059468694015176
300,0.16802119981294444
381,0.16789039830241262
633,0.1677377553759062
150,0.16665586052765974
261,0.164648317314365
271,0.16438761229470059
465,0.1623619749760388
524,0.16191813315996767
129,0.1609270487928947
665,0.16016167910772344
661,0.15969963655009592
345,0.15964655899586783
209,0.1585966692970382
184,0.15791004440079576
151,0.1570508049499964
634,0.15570989840142702
664,0.1554156792625673
635,0.15529048618343194
237,0.15489952930318732
631,0.15486197107349634
662,0.1544307974059704
272,0.15416311550838985
121,0.15085467209111922
660,0.15071811379146494
323,0.14718721535470486
522,0.14668646367172064
243,0.14630571706873913
98,0.1455064479876394
321,0.14546524896130203
663,0.1451875364278143
359,0.14440995363572443
154,0.1439347615250575
152,0.14349762297137686
636,0.14331331363408562
244,0.1410870955405424
551,0.14075070976099374
97,0.14055705611017408
743,0.1391672876373057
185,0.13665947984768917
99,0.1361037480450241
519,0.13587525899722538
469,0.1358603799578077
153,0.13547430910403824
387,0.13410876561927995
360,0.13390325037847242
148,0.13385536526024375
604,0.13305216814539894
441,0.1324997676206171
331,0.13186958436694315
737,0.1312779834723066
267,0.13100974034015098
388,0.13045757218872214
547,0.12790976740597293
626,0.1275561377827264
598,0.12749264732226984
518,0.12722882322344675
624,0.12653415313554994
625,0.1262711833989582
177,0.12606457254690648
546,0.12563892162787413
637,0.1253151570575581
597,0.12489843765016558
539,0.12469028866196397
158,0.12291912149829719
176,0.12277662934711932
332,0.12271691910288339
183,0.12238870010594737
567,0.12138607754983674
497,0.12119532419331097
96,0.1209345448015797
511,0.1209050888406037
487,0.12058849196308025
100,0.1205535899977028
488,0.12016275831356052
680,0.1198424554085174
596,0.11947755196447925
416,0.1190232898886727
483,0.11901835086598526
708,0.11882842487808519
568,0.11816685178816536
552,0.11751747692601049
233,0.11719824195321228
599,0.11716483539038872
265,0.11654233193776853
373,0.11631829002532569
540,0.11615519587193694
455,0.11544470974660345
415,0.1142619346613285
570,0.11388983549858325
603,0.11341903741189598
595,0.1130875332295826
569,0.11281526796083696
544,0.11157809483921605
571,0.11133639882332882
550,0.11121120599113186
627,0.11005665680726492
512,0.10882332397127066
666,0.10826478613978449
715,0.10800707552501809
95,0.10776104725895617
130,0.10731677072267481
543,0.10564481986058273
687,0.10530907550304461
297,0.10496216175444814
216,0.10398342864366532
293,0.10396170326730313
638,0.10299616652422329
454,0.1027309672810045
482,0.10230616553347271
304,0.10213815757514312
623,0.10202036649102293
525,0.10182125834393736
401,0.10105263124042255
378,0.10056721162102193
545,0.10044014687678375
206,0.10002559904404983
427,0.09989796542844177
186,0.0996478892910811
444,0.09924005122901486
178,0.09912569328879468
303,0.09878380452305142
575,0.09827628301491907
429,0.098241704815401
426,0.09764190353017987
541,0.09734176957463639
659,0.09729083747068473
510,0.09638762646528201
398,0.09632193067464957
542,0.09576131871443448
215,0.09440112070704577
576,0.09287115967160813
538,0.09217080876092149
245,0.09211443367788942
413,0.0921049016225373
101,0.09100064511150265
242,0.0909417153278388
472,0.08942772189334004
269,0.08919610199025177
484,0.08904628350960085
353,0.08875961025353425
298,0.08735776422363692
493,0.08705403942831229
443,0.08687209541658458
358,0.08680824861923488
768,0.08671585045985063
406,0.08631445812540742
566,0.08596977262033166
517,0.08559104440738245
352,0.08499145619340168
273,0.08487463679178996
744,0.08468345172468604
361,0.08338763491601191
370,0.08331595191009686
389,0.08322337518409059
120,0.08281035255850897
548,0.08251161916683307
769,0.08204155169401127
500,0.08066876582112632
605,0.08037661895487143
520,0.08029871793521393
288,0.08001855604499923
572,0.07975715949749679
628,0.0794063292050994
767,0.0793719107076251
594,0.07825814727671068
386,0.0781076754142126
736,0.07783129920875251
316,0.0777267986603804
399,0.07746518070576008
217,0.07732453057024109
240,0.0770967153192549
94,0.07702929668766274
417,0.07661140490973511
210,0.07543347286724285
350,0.07477710924712563
342,0.0738100654367846
434,0.07374987216573016
528,0.07316598783838153
513,0.07297773910261773
330,0.07284705184417643
622,0.0721708741801323
276,0.0718812339587332
553,0.07174041229821843
333,0.07171646449466756
175,0.07144669059732202
491,0.07017863395424044
652,0.06952548198885318
301,0.06928782562642134
639,0.06927552971828971
147,0.06895005503647575
630,0.06891051764886097
471,0.06878722708377512
214,0.06782699931587477
486,0.06726957910281023
600,0.06593709745109112
579,0.06580133232833531
159,0.06578045923242747
574,0.06570054652116589
770,0.06568763333965845
707,0.06540966405726738
351,0.06532685872642319
275,0.06515750975786501
651,0.06285932373656732
314,0.06255990062436081
611,0.06247005137199072
260,0.06237692499484819
270,0.06227142287606388
667,0.06017485448929716
499,0.05990148672779558
344,0.05920687119527942
766,0.058443588169921144
294,0.058043558631622735
516,0.05774353157762255
610,0.05730180250102207
457,0.057186352915299526
329,0.05683470251785543
445,0.056554530423227736
556,0.056085458309916986
650,0.05581139883696586
456,0.055381373614674885
745,0.055358516838139506
580,0.054996404133373485
653,0.05487271146449655
583,0.05467074019565121
371,0.05456243244284311
453,0.05364197996850686
179,0.05359263532780698
489,0.052512285618281994
385,0.052262529807041554
555,0.05224820423571419
578,0.05189018855808047
527,0.051649113866028176
102,0.05086328399521448
182,0.05060474756185739
425,0.05048609173903378
286,0.0492004295883865
679,0.048494226590813476
473,0.04840630871056775
238,0.048265197095401
462,0.04792012025131577
609,0.04732449665939715
93,0.047303425522857045
621,0.04715336254176594
133,0.0465131322188933
481,0.046343386008004486
608,0.04617179107628805
746,0.04616543689815367
357,0.04608505522485376
187,0.04590723603809678
657,0.04576705012371709
602,0.04575847706066845
771,0.045715743342751754
302,0.0456895981977843
573,0.04521059695344559
239,0.04487423389457403
305,0.04482693947703679
717,0.044389079223976384
514,0.04428213357464892
629,0.043888487943217716
515,0.04385432348020611
397,0.04332022599261044
765,0.04323827817087997
203,0.04307170157716718
593,0.04269322027581185
656,0.04208734734471468
509,0.041763799982619206
105,0.04150857416694185
407,0.041290363600479094
606,0.04126733406340275
565,0.04115175050820766
537,0.04019294374365078
735,0.04008694558261916
435,0.03982127556560214
414,0.03925079836228959
119,0.03920697989613536
212,0.03898333847369453
521,0.03841638519326294
231,0.03778505860041867
258,0.03758637760681452
248,0.03754580842587038
607,0.03736063173476825
343,0.03730128703377708
134,0.036491351355591915
501,0.03642885681842518
584,0.035856238717708426
247,0.03473853295993076
131,0.034716518602373285
649,0.03333748253537409
259,0.03271395704135624
688,0.031891348838416426
104,0.031662605706232326
205,0.031658234724835865
706,0.03160816290271055
146,0.031239898440376633
369,0.03050828266405611
232,0.030372550666752596
490,0.030054309849283038
230,0.029654022566234617
529,0.02899211989520039
772,0.028871192284292548
106,0.028498957677801966
612,0.028058555776152683
174,0.02794606106248999
492,0.02793909898607804
747,0.02790989201508366
592,0.027707269760414998
135,0.027668714317874262
428,0.02756151483141704
692,0.027230529028014174
464,0.027098882657643646
640,0.026699616634320206
325,0.026633772288674307
315,0.02589926049644737
620,0.02541684578734565
764,0.025178452322264514
132,0.025126140069915332
693,0.024982968860650944
678,0.024833838643385186
287,0.02465730054462086
564,0.024638985670443866
581,0.02441138645918117
691,0.024257363318644667
92,0.0242499165940274
463,0.024067970694359838
204,0.02349535284231246
372,0.023487686402265718
655,0.023093865593103197
379,0.022689830239076017
266,0.022173967460283148
218,0.022152025993131548
582,0.02153239212931037
601,0.021248748085241718
734,0.020540294629896167
118,0.02013780320293464
162,0.02005306307645767
720,0.01998577032019149
549,0.019973672590125304
648,0.019745808142435692
274,0.01965320328147498
202,0.019417194956801984
70,0.019267026078578452
163,0.019096173879286322
277,0.019065401992220364
668,0.018712457894947992
536,0.01837066343247055
136,0.017935221914709785
180,0.017788217434319933
485,0.01767882149244775
164,0.017468408870745356
76,0.017052461856756528
72,0.01699017475313416
161,0.016767031320998525
66,0.016684470416562895
192,0.01668397033475546
718,0.01658640099536376
748,0.016375818070742516
77,0.01616547775047938
67,0.016110537835654092
71,0.01607493211318394
160,0.016025691459105058
166,0.015919708171611452
188,0.015878312154233513
719,0.015444316861483506
508,0.015375667792105039
341,0.014907428309955638
107,0.01484351776961363
241,0.01466832208844976
181,0.014372479600398268
763,0.01423903429397493
44,0.014094981890732133
43,0.014094981886790101
69,0.014092915661615595
577,0.01403540384565857
213,0.01383388007762041
137,0.01356673851946659
654,0.013533581182792772
480,0.013391924846980386
749,0.01336876780061351
117,0.012814845133240037
498,0.012792836735144973
193,0.012768729420749372
65,0.01241732784659309
721,0.012248398862187185
68,0.012219822621748592
694,0.012136867892927092
145,0.01211615436312305
221,0.01210008223335499
705,0.012081749763017574
167,0.012081615076138577
669,0.011748012733626821
165,0.011526421822001465
452,0.011519293172371116
716,0.01146264825540846
762,0.011256380256113812
211,0.011057401353823782
173,0.010971291848651704
138,0.010827265485676571
436,0.010507955501359781
78,0.010358392840807444
219,0.010254680965715725
775,0.010067440144213086
41,0.009966323934257735
42,0.009966323934257735
526,0.009953385792637853
641,0.0099126412733215
195,0.009881222586433229
194,0.009881013693779715
91,0.009776077092810182
75,0.009747560545778938
201,0.0097116413513544
380,0.009425552724714065
45,0.009061564860161294
139,0.009061228142963807
704,0.009060605214881818
363,0.009060605214881818
732,0.009060605214881818
733,0.009060605214881818
776,0.009060605214881818
558,0.009034949437033963
557,0.00903301659998433
108,0.009032487557255008
400,0.008983431885137378
591,0.008656067764688347
535,0.008634197319334937
73,0.008562071645830992
479,0.008545754545220972
773,0.008542658622567322
222,0.008505281025479072
144,0.00827819277004072
451,0.008196529432525395
334,0.00805683494620883
470,0.00787957274737454
690,0.007679294695813974
250,0.0076648899253993165
507,0.007351734677790158
64,0.007118802810184096
16,0.007047137389352527
17,0.007047137389352527
90,0.007047137389352527
15,0.007047137389352527
14,0.007047137389352527
109,0.006983488631247248
278,0.006915130098648798
563,0.006869915505353781
408,0.006819334129171018
79,0.006753828153668287
395,0.006753225805560936
313,0.00661270298464153
229,0.006505611662623092
419,0.006393521851842064
447,0.006393521851842064
619,0.006374913731714839
442,0.00636870986084008
530,0.006089133273407479
585,0.005893871157001682
200,0.0058774475098594
774,0.0058529563243147715
722,0.005696351862304896
111,0.005695089865557378
618,0.005694994630737175
172,0.005694978708327719
110,0.00523139558147586
225,0.0052313178212704155
80,0.0052313178212704155
337,0.005231084540654083
281,0.005231084540654083
309,0.005231084540654083
253,0.005231084540654083
646,0.005033669563823233
63,0.005033669563823233
74,0.005020969662866502
339,0.00494727457858266
362,0.004749074146059623
368,0.004456891150930067
586,0.004362378917871195
391,0.004271567390571066
335,0.004271567390571066
81,0.0042712816861104575
503,0.0040684917090552134
424,0.003930730014715391
695,0.003917892124397395
418,0.003900289732952849
322,0.0038540809024180875
340,0.0038292131340049783
390,0.0037699045812757273
311,0.003692255662240465
190,0.0035674564171311648
246,0.0034835680151879744
647,0.0034262032470169486
306,0.003421345784145661
228,0.003363213744283185
658,0.003292376688223641
199,0.0031519671761440727
474,0.003150754702943813
227,0.0030217507627928485
587,0.00302020173829394
143,0.00302020173829394
37,0.00302020173829394
38,0.00302020173829394
39,0.00302020173829394
116,0.00302020173829394
562,0.00302020173829394
46,0.00302020173829394
40,0.00302020173829394
506,0.00302020173829394
615,0.00302020173829394
478,0.00302020173829394
534,0.00302020173829394
643,0.00302020173829394
590,0.00302020173829394
446,0.0030027118334368954
285,0.002924390862382795
170,0.002906287678483564
675,0.0029060543978672313
256,0.0029007043454551355
723,0.002847378271843334
365,0.002847378271843334
197,0.002847378271843334
226,0.002251516990465703
279,0.002250974877169087
502,0.002079703936678592
307,0.0020132321237725276
614,0.00201316478033303
396,0.0019059921703164868
676,0.0018197282557079254
338,0.0017437726070901386
366,0.0017435393264738054
312,0.0016848640884889717
423,0.0016440445828030503
284,0.0016023071473990052
249,0.0015466205969980919
422,0.0014237605620368193
394,0.0014237605620368193
531,0.0014235700923964129
559,0.0014235700923964129
475,0.0014235700923964129
554,0.0013912295732917675
696,0.001350042813306907
613,0.0013024742210460936
255,0.0012744937622762393
223,0.001007491526599729
421,0.0010067339127646467
169,0.0010067339127646467
393,0.0010067339127646467
171,0.0010064813750072692
367,0.0007119279036046094
220,0.0006948873402029992
689,0.0006880793661186374
191,0.0006702000185683524
283,0.0006377473844802158
642,0.0005814130563244044
677,0.0005382925449620317
189,0.0003112988785808968
103,0.0001925258565183054
257,5.8731483520720936e-05
251,3.3671719748662446e-07
254,3.3671719748662446e-07
310,2.020303184919747e-07
198,1.3468687899464977e-07
282,1.3468687899464977e-07
1,
2,
3,
4,
5,
6,
7,
8,
9,
10,
11,
12,
13,
18,
19,
20,
21,
22,
23,
24,
25,
26,
27,
28,
29,
30,
31,
32,
33,
34,
35,
36,
47,
48,
49,
50,
51,
52,
53,
54,
55,
56,
57,
58,
59,
60,
61,
62,
82,
83,
84,
85,
86,
87,
88,
89,
112,
113,
114,
115,
140,
141,
142,
168,
196,
224,
252,
280,
308,
336,
364,
392,
420,
448,
449,
450,
476,
477,
504,
505,
532,
533,
560,
561,
588,
589,
616,
617,
644,
645,
670,
671,
672,
673,
674,
697,
698,
699,
700,
701,
702,
703,
724,
725,
726,
727,
728,
729,
730,
731,
750,
751,
752,
753,
754,
755,
756,
757,
758,
759,
760,
761,
777,
778,
779,
780,
781,
782,
783,
784,
